word,count,type,freq,ln(freq),hsk
张更,1,dict,1807,7.499423291,
总统,1,dict,1781610,14.39302801,5
合作,1,dict,5169374,15.45826216,5
来往,1,dict,150749,11.92337148,
生意,1,dict,686053,13.43871016,4
贸易,1,dict,1762572,14.38228466,5
交换,1,dict,565116,13.2447863,5
面,3,dict,5188966,15.46204501,
坏话,5,dict,47366,10.76565995,
可信,5,dict,93833,11.44927189,
信任,6,dict,776468,13.56251071,5
关于,1,dict,3792407,15.14851147,3
好听,1,dict,535740,13.19140425,
爱,2,dict,13772657,16.43819581,
谁谁,1,dict,64587,11.07576843,
当作,2,dict,457576,13.03369827,
眼,4,dict,3645724,15.10906553,
钉,4,dict,263710,12.48260529,
刺,4,dict,689805,13.44416423,6
当,3,dict,10365360,16.15398004,4
讨厌,2,dict,1082401,13.89469228,4
主,1,dict,4249958,15.26241966,
张,1,dict,6157733,15.63321925,3
那可,1,dict,24122,10.09087957,
除掉,2,dict,43651,10.68398147,
让那,2,dict,12665,9.446597562,
电视剧,1,dict,635383,13.36198325,
慢慢,1,dict,1364528,14.12631914,
地,2,dict,35624818,17.38855309,3
流放,11,dict,24070,10.08872153,
天极,1,dict,39514,10.58441032,
王开,1,dict,1269,7.145984468,
古代,1,dict,459108,13.03704076,5
经常,1,dict,2517369,14.73872487,3
常发生,1,dict,1550,7.34601021,
王发,1,dict,288,5.66296048,
发现,1,dict,10125489,16.13056647,3
身边,1,dict,2192839,14.60070761,
远,2,dict,3061803,14.93451452,2
条件,1,dict,4445457,15.30739323,4
艰苦,1,dict,326454,12.69604433,5
丢掉,1,dict,139882,11.84855449,
工作,1,dict,19699227,16.79608995,1
期间,8,dict,3107363,14.94928501,5
作家,1,dict,618891,13.33568445,4
诗人,2,dict,275061,12.52474817,
写,6,dict,4943588,15.41360194,1
许多,3,dict,4256637,15.26398997,4
动人,7,dict,235097,12.36775347,
诗篇,6,dict,30133,10.3133762,
诗,2,dict,971646,13.78674682,5
篇,1,dict,1781666,14.39305944,4
让人,1,dict,2683759,14.80272898,
感动,1,dict,1448124,14.18577948,4
哭,1,dict,2479603,14.72360902,3
诗歌,2,dict,213968,12.27358175,
常用,2,dict,343046,12.74561983,
二零一零,1,unknown,,,
二零一五,1,unknown,,,
英国,2,dict,2521391,14.74032129,
学习,1,dict,5570557,15.53300561,1
英文和,1,dict,88,4.477336814,
西班牙文,1,dict,4704,8.45616849,
北京,1,dict,8540275,15.96030377,1
工作期,1,dict,527,6.267200549,
认识,2,dict,3502311,15.06893359,1
读,1,dict,1849464,14.43040643,1
学期,1,dict,280974,12.54601742,4
其中,1,dict,7646781,15.84979533,4
首,2,dict,3204713,14.9801331,5
离骚,3,dict,5067,8.530504205,
爸,1,dict,1289274,14.06958983,
每个人,1,dict,1096665,13.90778431,
语文,1,dict,447182,13.01072095,
课,1,dict,1435527,14.17704259,2
原知,1,dict,75,4.317488114,
占领,7,dict,331355,12.71094559,6
心爱,1,dict,210125,12.25545787,
祖国,1,dict,889819,13.69877335,6
前秦,1,dict,6978,8.850517622,
床,1,dict,1756978,14.37910585,
睡觉,1,dict,2202995,14.60532836,1
开,1,dict,7960803,15.89004043,1
车,1,dict,9131035,16.02718961,
感觉,1,dict,5647041,15.54664225,4
伤心,2,dict,653267,13.38974121,4
很难,1,dict,1546277,14.25136066,
难过,1,dict,591575,13.29054375,3
楚国人,1,dict,166,5.111987788,
绑,8,dict,212253,12.26553424,
块,1,dict,3871951,15.16926907,1
大石,1,dict,526,6.265301213,
石头,4,dict,475958,13.07308489,5
沉入,5,dict,32563,10.39093195,
汨罗江,11,dict,2664,7.887584032,
江中,2,dict,2000,7.60090246,
绳子,2,dict,127233,11.75377533,5
西和,1,dict,17476,9.76858379,
个别,1,dict,559744,13.23523482,5
分开,1,dict,444893,13.00558908,
情况,1,dict,10685076,16.18435856,4
抓,1,dict,2070653,14.54337457,5
树,1,dict,1531418,14.24170466,3
自杀,7,dict,447721,13.01192555,
重,1,dict,4004920,15.20303416,4
水上,1,dict,158709,11.97482762,
下面,1,dict,1159872,13.96382021,
沉,2,dict,536317,13.19248068,
进去,1,dict,855683,13.65965526,
投,6,dict,2587278,14.76611692,
江,5,dict,1120912,13.9296532,
块石,1,dict,6848,8.831711918,
江里,1,dict,2646,7.880804345,
杀死,1,dict,307573,12.63646774,
们,5,dict,2962827,14.90165444,
消息,3,dict,4560175,15.33287156,4
之后,2,dict,6832942,15.73726589,
尊敬,3,dict,254436,12.44680461,5
出国,1,dict,326843,12.69723521,
分,2,dict,11826179,16.28582619,3
让楚,1,dict,768,6.643789733,
变得,1,dict,1590508,14.27956402,
更好,2,dict,1732520,14.36508755,
听到,5,dict,1975553,14.49635892,
纷纷,10,dict,1396354,14.14937511,5
赶到,5,dict,947960,13.76206759,
江边,6,dict,26096,10.16953732,
边,12,dict,3385425,15.03499001,
试图,3,dict,559251,13.23435367,6
赶走,3,dict,74446,11.21782931,
鱼群,6,dict,7878,8.971829344,
很少,1,dict,968713,13.78372367,
先,2,dict,5527005,15.52515664,3
直,4,dict,1933805,14.47500012,5
下课,1,dict,183572,12.12036224,
教室,1,dict,388532,12.87013081,2
九点,1,unknown,,,
九点零一,1,unknown,,,
九点零,1,unknown,,,
马上,1,dict,1827711,14.41857492,3
就要,1,dict,2201058,14.60444871,
上课,1,dict,703933,13.46443846,
往,1,dict,2499192,14.73147804,2
学校,1,dict,5160143,15.45647485,1
想到,1,dict,2876807,14.87219156,
音乐会,2,dict,198826,12.20018535,
结束,1,dict,3662104,15.1135484,3
体育场,1,dict,138554,11.83901542,
事,3,dict,9941650,16.11224356,
尸体,2,dict,499164,13.12068998,6
河,9,dict,1034613,13.849538,
鱼,7,dict,2028606,14.52285942,2
虾,3,dict,390465,12.87509362,
跑,1,dict,2925078,14.8888317,
吓走,2,dict,7968,8.983188799,
答对,1,dict,33372,10.4154725,
群,1,dict,1928885,14.47245267,5
人群,1,dict,947481,13.76156216,
样子,2,dict,1494022,14.21698237,4
牛群,1,dict,28023,10.24078088,
好使,1,dict,38329,10.55396207,
尝试,1,dict,744692,13.52072599,6
试,2,dict,1747663,14.37379002,3
坐,2,dict,3800762,15.15071213,1
船上,2,dict,177698,12.08784076,
将,2,dict,43057397,17.5780446,
包包,3,dict,248068,12.42145818,
做成,2,dict,241610,12.39508013,
扔,11,dict,539699,13.19876686,4
进,3,dict,4814607,15.38716498,2
鱼儿们,3,dict,2943,7.987184748,
而,3,dict,35787779,17.39311702,4
尸骨,5,dict,26439,10.18259547,
得到,4,dict,6635451,15.7079372,
安息,9,dict,41946,10.64413836,
姓楚,1,dict,944,6.850126166,
米,2,dict,5878861,15.58687359,3
米饭,1,dict,129974,11.77508971,1
那什,2,dict,186,5.225746674,
软,1,dict,898604,13.70859773,5
黏,5,dict,64946,11.08131143,
胶水,1,dict,29664,10.29768947,5
元宵,1,dict,65510,11.08995808,
汤圆,5,dict,102168,11.5343738,
外面,1,dict,1141090,13.9474945,
黏米,2,dict,152,5.023880521,
将就,1,dict,95535,11.46724795,6
以为,1,dict,2687205,14.80401218,4
骨头,1,dict,187361,12.14079252,5
息,2,dict,849932,13.65291163,
休息,2,dict,1474359,14.20373388,2
安,2,dict,1721298,14.35858922,
安静,1,dict,552677,13.22252902,3
打扰,1,dict,191463,12.16244986,4
死者,2,dict,352195,12.77194028,
者,3,dict,3409854,15.04218003,
坚强,2,dict,810301,13.60516106,5
逝,1,dict,206247,12.23682976,
来着,1,dict,154647,11.94890038,
举行,11,dict,3977472,15.196157,4
同时,3,dict,10226733,16.14051573,4
锣,13,dict,71772,11.18124971,
向,3,dict,16135014,16.59650225,3
句,1,dict,3688439,15.12071389,
习,1,dict,158319,11.97236726,
俗,1,dict,202367,12.21783816,
短语,1,dict,34514,10.44912032,
足球,1,dict,1538009,14.24599928,
篮球,1,dict,524399,13.17000812,
唱歌,1,dict,539200,13.19784184,2
文比,1,dict,439,6.084499413,
打鼓,10,dict,19731,9.889946282,
成语,1,dict,63883,11.06480856,5
再说,1,dict,649575,13.38407358,
遍,1,dict,1234983,14.02656776,4
咚咚,4,dict,27014,10.20411053,
锵,6,dict,35115,10.46638367,
声音,3,dict,2237408,14.62082861,3
如,1,dict,8284190,15.92985944,
果,1,dict,1186003,13.98609939,
常常会,1,dict,110,4.700480366,
声,1,dict,5062333,15.437338,
音,1,dict,1011634,13.8270774,
弄,1,dict,1533656,14.24316499,4
响,1,dict,894543,13.70406825,4
鱼儿,1,dict,92321,11.43302691,
春节,1,dict,1320080,14.0932029,
舞龙,1,dict,17981,9.797070924,
龙舞,1,dict,4823,8.48115142,
舞狮,1,dict,18349,9.817330356,
巨大,1,dict,2156717,14.58409772,5
坏,1,dict,1197540,13.99578001,3
霉气,1,dict,2770,7.926602599,
倒霉,1,dict,227349,12.33424156,5
晦气,2,dict,20580,9.932075009,
死人,1,dict,282128,12.55011615,
灵魂,1,dict,556327,13.22911153,6
害,1,dict,594988,13.29629652,
怕,1,dict,2249707,14.62631054,
挺,2,dict,2333515,14.66288627,4
不住,1,dict,898931,13.70896156,
家乡,1,dict,451975,13.02138215,5
信,1,dict,5386015,15.49931634,
态度,1,dict,1947459,14.482036,4
肯定,1,dict,3039742,14.9272832,4
那么,1,dict,8243125,15.92489008,
尊重,1,dict,991451,13.80692481,4
方式,1,dict,5778858,15.56971664,5
纪念,1,dict,843595,13.6454278,5
伟大,1,dict,1552059,14.25509299,5
是故,1,dict,18417,9.82102943,
节,1,dict,2419023,14.6988743,4
欢迎,2,dict,2065915,14.54108379,3
您,4,dict,4560428,15.33292704,2
好评,2,dict,276270,12.52913393,
上关,1,dict,4663,8.447414297,
关注,1,dict,5652031,15.54752551,
推荐,1,dict,3458502,15.05634611,5
老师,1,dict,2997668,14.91334521,1
同学,1,dict,1955697,14.48625721,1
前进,1,dict,699374,13.45794093,
动力,1,dict,1199531,13.99744121,6
谢,2,dict,642625,13.37331663,
下次,1,dict,706760,13.46844642,
再见,2,dict,457344,13.03319112,1
